D;G;C;SC;P;CCIF;GLOSA
12;6;1;01;08;12.6.1.01.08;OTROS GASTOS EN SERVICIOS DE ADMINISTRACIÓN DE INTERMEDIACIÓN FINANCIERA N.C.P.
12;6;2;00;00;12.6.2.00.00;OTROS SERVICIOS FINANCIEROS N.C.P.
12;6;2;01;00;12.6.2.01.00;COSTOS REALES DE LOS SERVICIOS FINANCIEROS DE LOS BANCOS, OFICINAS DE CORREO, CAJAS DE AHORRO, BANCOS DE CAMBIO DE DIVISAS E INSTITUCIONES FINANCIERAS SIMILARES
12;6;2;01;01;12.6.2.01.01;COMISIONES DE INSTITUCIONES BANCARIAS
12;6;2;01;02;12.6.2.01.02;COMISIONES DE CASAS COMERCIALES
12;6;2;01;03;12.6.2.01.03;COMISIONES DE INSTITUCIONES FINANCIERAS N.C.P.
12;6;2;01;04;12.6.2.01.04;COMISIONES POR COMPRA Y VENTA DE DIVISAS
12;6;2;01;05;12.6.2.01.05;OTROS COSTOS REALES DE LOS SERVICIOS FINANCIEROS Y ACTIVIDADES FINANCIERAS CONEXAS N.C.P.
12;6;2;02;00;12.6.2.02.00;HONORARIOS Y CARGOS POR SERVICIOS DE AGENTES, ASESORES DE INVERSIÓN, CONSULTORES FISCALES Y SERVICIOS SIMILARES
12;6;2;02;01;12.6.2.02.01;HONORARIOS Y CARGOS POR SERVICIOS DE AGENTES, ASESORES DE INVERSIÓN, CONSULTORES FISCALES Y SERVICIOS SIMILARES
12;6;2;03;00;12.6.2.03.00;COSTOS ADMINISTRATIVOS DE LOS FONDOS PRIVADOS DE PENSIONES Y SERVICIOS SIMILARES
12;6;2;03;01;12.6.2.03.01;COSTOS ADMINISTRATIVOS DE LOS FONDOS PRIVADOS DE PENSIONES Y SERVICIOS SIMILARES
12;7;0;00;00;12.7.0.00.00;OTROS SERVICIOS N.C.P.
12;7;1;00;00;12.7.1.00.00;OTROS SERVICIOS N.C.P.
12;7;1;01;00;12.7.1.01.00;HONORARIOS POR SERVICIOS DE ASESORAMIENTO JURÍDICO Y AGENCIAS DE CONTRATACIÓN DE PERSONAL
12;7;1;01;01;12.7.1.01.01;HONORARIOS POR SERVICIOS DE ASESORAMIENTO JURÍDICO
12;7;1;01;02;12.7.1.01.02;OTROS SERVICIOS DE ASESORAMIENTO N.C.P.
12;7;1;02;00;12.7.1.02.00;GASTOS EN SERVICIOS FUNERARIOS Y DE CEMENTERIOS
12;7;1;02;01;12.7.1.02.01;GASTOS EN SERVICIOS FUNERARIOS
12;7;1;02;02;12.7.1.02.02;GASTOS RELATIVOS A LA MANTENCIÓN Y DERECHOS DE CEMENTERIO
12;7;1;02;03;12.7.1.02.03;OTROS GASTOS EN POMPAS FÚNEBRES Y SERVICIOS DE CEMENTERIOS  N.C.P.
12;7;1;03;00;12.7.1.03.00;SERVICIOS DE AGENTES INMOBILIARIOS Y OTROS INTERMEDIARIOS
12;7;1;03;01;12.7.1.03.01;SERVICIOS DE AGENTES INMOBILIARIOS Y CORREDORES DE PROPIEDADES
12;7;1;03;02;12.7.1.03.02;SERVICIOS DE OTROS INTERMEDIARIOS N.C.P.
12;7;1;04;00;12.7.1.04.00;SERVICIOS DE IMPRESIÓN, FOTOCOPIADO O SIMILARES
12;7;1;04;01;12.7.1.04.01;PAGOS POR FOTOCOPIAS, ESCANEO Y OTRAS REPRODUCCIONES DE DOCUMENTOS
12;7;1;04;02;12.7.1.04.02;SERVICIO DE ANILLADO Y EMPASTADO DE DOCUMENTOS
12;7;1;04;03;12.7.1.04.03;SERVICIO DE TRANSCRIPCIÓN DE DOCUMENTOS
12;7;1;05;00;12.7.1.05.00;SERVICIOS PRESTADOS POR INSTITUCIONES GUBERNAMENTALES
12;7;1;05;01;12.7.1.05.01;CERTIFICADOS Y OTROS DOCUMENTOS ADMINISTRATIVOS EMITIDOS POR INSTITUCIONES GUBERNAMENTALES
12;7;1;06;00;12.7.1.06.00;SERVICIOS PRESTADOS POR INSTITUCIONES PRIVADAS
12;7;1;06;01;12.7.1.06.01;CERTIFICADOS Y OTROS DOCUMENTOS ADMINISTRATIVOS EMITIDOS POR INSTITUCIONES PRIVADAS DE FINES COMERCIALES
12;7;1;06;02;12.7.1.06.02;CERTIFICADOS Y OTROS DOCUMENTOS ADMINISTRATIVOS EMITIDOS POR ORGANIZACIONES PRIVADAS SIN FINES DE LUCRO
12;7;1;06;03;12.7.1.06.03;CUOTAS DE CURSO Y MICROCENTRO DE PADRES
12;7;1;06;04;12.7.1.06.04;CUOTAS A ORGANIZACIONES PRIVADAS SIN FINES DE LUCRO
12;7;1;07;00;12.7.1.07.00;PAGO POR NOTICIAS Y ANUNCIOS EN LA PRENSA
12;7;1;07;01;12.7.1.07.01;PAGO POR NOTICIAS Y ANUNCIOS EN LA PRENSA
12;7;1;08;00;12.7.1.08.00;OTROS GASTOS EN SERVICIOS N.C.P.
12;7;1;08;01;12.7.1.08.01;CONSULTAS ESOTÉRICAS
12;7;1;08;02;12.7.1.08.02;HONORARIOS POR SERVICIOS DE ARQUITECTOS
12;7;1;08;03;12.7.1.08.03;HONORARIOS POR SERVICIO DE TRADUCCIÓN DE DOCUMENTOS
12;7;1;08;04;12.7.1.08.04;PROPINAS
12;7;1;08;05;12.7.1.08.05;MESADAS
12;7;1;08;06;12.7.1.08.06;PAGO POR SERVICIOS N.C.P.
12;8;0;00;00;12.8.0.00.00;GASTOS NO DESGLOSADOS EN BIENES Y SERVICIOS DIVERSOS
12;8;1;00;00;12.8.1.00.00;GASTOS NO DESGLOSADOS EN BIENES Y SERVICIOS DIVERSOS
12;8;1;01;00;12.8.1.01.00;GASTOS NO DESGLOSADOS EN BIENES Y SERVICIOS DIVERSOS
12;8;1;01;01;12.8.1.01.01;GASTOS NO DESGLOSADOS EN BIENES Y SERVICIOS DIVERSOS
